nuclides,reactions,groups,xs
Zn65,"(n,3n)",1,0.0
Zn65,"(n,4n)",1,0.0
Zn65,fission,1,0.0
Zn66,"(n,gamma)",1,0.1154767104051499
Zn66,"(n,2n)",1,6.1024742015948336e-05
Zn66,"(n,p)",1,0.00031842448577797984
Zn66,"(n,a)",1,0.00037526708474476566
Zn66,"(n,3n)",1,0.0
Zn66,"(n,4n)",1,0.0
Zn66,fission,1,0.0
Zn67,"(n,gamma)",1,1.710159720107651
Zn67,"(n,2n)",1,0.0008301471064158346
Zn67,"(n,p)",1,0.0002691249431904615
Zn67,"(n,a)",1,0.0009049098676781453
Zn67,"(n,3n)",1,0.0
Zn67,"(n,4n)",1,0.0
Zn67,fission,1,0.0
Zn68,"(n,gamma)",1,0.23797612780835156
Zn68,"(n,2n)",1,0.0001460001571297761
Zn68,"(n,p)",1,1.3126003838340252e-05
Zn68,"(n,a)",1,2.2947295206171766e-05
Zn68,"(n,3n)",1,1.9615178765199089e-10
Zn68,"(n,4n)",1,0.0
Zn68,fission,1,0.0
Zn69,"(n,gamma)",1,0.06745550236428624
Zn69,"(n,2n)",1,0.0014172190581708407
Zn69,"(n,p)",1,1.595161043773919e-05
Zn69,"(n,a)",1,0.0002289545894554075
Zn69,"(n,3n)",1,0.0
Zn69,"(n,4n)",1,0.0
Zn69,fission,1,0.0
Zn70,"(n,gamma)",1,0.016618781520135267
Zn70,"(n,2n)",1,0.00028241531675496416
Zn70,"(n,p)",1,1.214690213328126e-06
Zn70,"(n,a)",1,3.272109441442654e-06
Zn70,"(n,3n)",1,6.702524153422971e-08
Zn70,"(n,4n)",1,0.0
Zn70,fission,1,0.0
Ga69,"(n,gamma)",1,0.7074971609470249
Ga69,"(n,2n)",1,9.28924053484622e-05
Ga69,"(n,p)",1,0.0007296199022529841
Ga69,"(n,a)",1,0.00012373872688035972
Ga69,"(n,3n)",1,0.0
Ga69,"(n,4n)",1,0.0
Ga69,fission,1,0.0
Ga70,"(n,gamma)",1,0.21433612676862798
Ga70,"(n,2n)",1,0.0005388051839009308
Ga70,"(n,p)",1,0.43527959540220634
Ga70,"(n,a)",1,0.013528784310124992
Ga70,"(n,3n)",1,0.0
Ga70,"(n,4n)",1,0.0
Ga70,fission,1,0.0
Ga71,"(n,gamma)",1,1.6179574688206324
Ga71,"(n,2n)",1,0.00015410207150942838
Ga71,"(n,p)",1,1.851482011961078e-05
Ga71,"(n,a)",1,4.2631962939511995e-06
Ga71,"(n,3n)",1,1.2210624452155092e-09
Ga71,"(n,4n)",1,0.0
Ga71,fission,1,0.0
Ge70,"(n,gamma)",1,0.4900055657659385
Ge70,"(n,2n)",1,3.487424160087783e-05
Ge70,"(n,p)",1,0.000777075598241875
Ge70,"(n,a)",1,0.00098484002434787
Ge70,"(n,3n)",1,0.0
Ge70,"(n,4n)",1,0.0
Ge70,fission,1,0.0
Ge71,"(n,gamma)",1,3.155725637991764
Ge71,"(n,2n)",1,0.000579808799694875
Ge71,"(n,p)",1,0.0016773077264115018
Ge71,"(n,a)",1,4.395657513244414
Ge71,"(n,3n)",1,0.0
Ge71,"(n,4n)",1,0.0
Ge71,fission,1,0.0
Ge72,"(n,gamma)",1,0.15058092558071604
Ge72,"(n,2n)",1,9.63722440228075e-05
Ge72,"(n,p)",1,4.814632380809177e-05
Ge72,"(n,a)",1,2.6970663396917377e-05
Ge72,"(n,3n)",1,0.0
Ge72,"(n,4n)",1,0.0
Ge72,fission,1,0.0
Ge73,"(n,gamma)",1,3.6873489901478993
Ge73,"(n,2n)",1,0.000748917590156696
Ge73,"(n,p)",1,2.5681572536446862e-05
Ge73,"(n,a)",1,3.496626131216029e-05
Ge73,"(n,3n)",1,3.146430666127004e-19
Ge73,"(n,4n)",1,0.0
Ge73,fission,1,0.0
Ge74,"(n,gamma)",1,0.092369744990273
Ge74,"(n,2n)",1,0.00016452597641620283
Ge74,"(n,p)",1,3.217574714984669e-06
Ge74,"(n,a)",1,1.867192818376571e-06
Ge74,"(n,3n)",1,1.4007187918932124e-09
Ge74,"(n,4n)",1,0.0
Ge74,fission,1,0.0
Ge75,"(n,gamma)",1,0.10282487348166992
Ge75,"(n,2n)",1,0.0016143789327107167
Ge75,"(n,p)",1,3.947178602858907e-06
Ge75,"(n,a)",1,3.9982030244619346e-06
Ge75,"(n,3n)",1,0.0
Ge75,"(n,4n)",1,0.0
Ge75,fission,1,0.0
Ge76,"(n,gamma)",1,0.06256719238838393
Ge76,"(n,2n)",1,0.0002953013993905841
Ge76,"(n,p)",1,4.902107792437659e-07
Ge76,"(n,a)",1,7.393906375061435e-08
Ge76,"(n,3n)",1,5.093063718002973e-08
Ge76,"(n,4n)",1,0.0
Ge76,fission,1,0.0
As73,"(n,gamma)",1,6.14830849079289
As73,"(n,2n)",1,6.270382266401185e-05
As73,"(n,p)",1,0.0035921297730951984
As73,"(n,a)",1,0.00019039588240645435
As73,"(n,3n)",1,0.0
As73,"(n,4n)",1,0.0
As73,fission,1,0.0
As74,"(n,gamma)",1,8.394703647769187
As74,"(n,2n)",1,0.0006697464051491775
As74,"(n,p)",1,0.3718389337142152
As74,"(n,a)",1,0.0004733589345064497
As74,"(n,3n)",1,0.0
As74,"(n,4n)",1,0.0
As74,fission,1,0.0
As75,"(n,gamma)",1,2.4600510163175304
As75,"(n,2n)",1,0.00013620984472766353
As75,"(n,p)",1,0.00013286583905002666
As75,"(n,a)",1,8.903798309752036e-06
As75,"(n,3n)",1,0.0
As75,"(n,4n)",1,0.0
As75,fission,1,0.0
Se74,"(n,gamma)",1,23.039844534586
Se74,"(n,2n)",1,1.845632765351096e-05
Se74,"(n,p)",1,0.004860268249994639
Se74,"(n,a)",1,0.0011767059052403559
Se74,"(n,3n)",1,0.0
Se74,"(n,4n)",1,0.0
Se74,fission,1,0.0
Se75,"(n,gamma)",1,53.722616929158995
Se75,"(n,2n)",1,0.0004170643101960235
Se75,"(n,p)",1,0.019070444722567047
Se75,"(n,a)",1,0.09142742781998013
Se75,"(n,3n)",1,0.0
Se75,"(n,4n)",1,0.0
Se75,fission,1,0.0
Se76,"(n,gamma)",1,12.48969754854941
Se76,"(n,2n)",1,7.977661078768733e-05
Se76,"(n,p)",1,0.00017467614182191683
Se76,"(n,a)",1,7.181738992684387e-05
Se76,"(n,3n)",1,0.0
Se76,"(n,4n)",1,0.0
Se76,fission,1,0.0
Se77,"(n,gamma)",1,6.5439246510191635
Se77,"(n,2n)",1,0.0012559688010899156
Se77,"(n,p)",1,0.0002463374895710151
Se77,"(n,a)",1,0.00019883002548518324
Se77,"(n,3n)",1,0.0
Se77,"(n,4n)",1,0.0
Se77,fission,1,0.0
Se78,"(n,gamma)",1,0.20284060160224288
Se78,"(n,2n)",1,0.00014585779891821858
Se78,"(n,p)",1,7.075204759630863e-06
Se78,"(n,a)",1,5.12112365229485e-06
Se78,"(n,3n)",1,0.0
Se78,"(n,4n)",1,0.0
Se78,fission,1,0.0
Se79,"(n,gamma)",1,8.438496641981294
Se79,"(n,2n)",1,0.0019889475371982403
Se79,"(n,p)",1,7.870870586178672e-06
Se79,"(n,a)",1,2.195885215118879e-05
Se79,"(n,3n)",1,3.624890729705146e-10
Se79,"(n,4n)",1,0.0
Se79,fission,1,0.0
Se80,"(n,gamma)",1,0.1149177405741171
Se80,"(n,2n)",1,0.00025253778563575713
Se80,"(n,p)",1,2.283568990732199e-06
Se80,"(n,a)",1,3.83735712971115e-06
Se80,"(n,3n)",1,2.9403710808400962e-08
Se80,"(n,4n)",1,0.0
Se80,fission,1,0.0
Se81,"(n,gamma)",1,0.07040303527636085
Se81,"(n,2n)",1,0.0015108055853584304
Se81,"(n,p)",1,1.6817889894823068e-06
Se81,"(n,a)",1,7.129655975571472e-07
Se81,"(n,3n)",1,0.0
Se81,"(n,4n)",1,0.0
Se81,fission,1,0.0
Se82,"(n,gamma)",1,0.01614762401616055
Se82,"(n,2n)",1,0.00035665276657587624
Se82,"(n,p)",1,2.2298233911960533e-07
Se82,"(n,a)",1,2.7293867023659533e-08
Se82,"(n,3n)",1,3.4322373597796573e-07
Se82,"(n,4n)",1,0.0
Se82,fission,1,0.0
Br79,"(n,gamma)",1,4.992559447819136
Br79,"(n,2n)",1,0.00010936254761703756
Br79,"(n,p)",1,0.0012440442103858885
Br79,"(n,a)",1,1.594764208219568e-05
Br79,"(n,3n)",1,0.0
Br79,"(n,4n)",1,0.0
Br79,fission,1,0.0
Br80,"(n,gamma)",1,1.527254264154659
Br80,"(n,2n)",1,0.0007048852864533937
Br80,"(n,p)",1,23.362867302817087
Br80,"(n,a)",1,5.1969948793955786e-05
Br80,"(n,3n)",1,0.0
Br80,"(n,4n)",1,0.0
Br80,fission,1,0.0
Br81,"(n,gamma)",1,1.876127833250776
Br81,"(n,2n)",1,0.0001847358160771871
Br81,"(n,p)",1,6.449928536708397e-05
Br81,"(n,a)",1,1.2753912869869912e-06
Br81,"(n,3n)",1,0.0
Br81,"(n,4n)",1,0.0
Br81,fission,1,0.0
Kr78,"(n,gamma)",1,1.4008851163983442
Kr78,"(n,2n)",1,1.638724559794569e-05
Kr78,"(n,p)",1,0.00579640884570308
Kr78,"(n,a)",1,0.00028085043935249543
Kr78,"(n,3n)",1,0.0
Kr78,"(n,4n)",1,0.0
Kr78,fission,1,0.0
Kr79,"(n,gamma)",1,1.1379298891099219
Kr79,"(n,2n)",1,0.00033464446480031666
Kr79,"(n,p)",1,65.88096807995876
Kr79,"(n,a)",1,6.469437414026165
Kr79,"(n,3n)",1,0.0
Kr79,"(n,4n)",1,0.0
Kr79,fission,1,0.0
Kr80,"(n,gamma)",1,3.308596742028247
Kr80,"(n,2n)",1,5.820920958079788e-05
Kr80,"(n,p)",1,0.0003344067008277064
Kr80,"(n,a)",1,5.291221008921654e-05
Kr80,"(n,3n)",1,0.0
Kr80,"(n,4n)",1,0.0
Kr80,fission,1,0.0
Kr81,"(n,gamma)",1,6.11728473716046
Kr81,"(n,2n)",1,0.0004165639250146707
Kr81,"(n,p)",1,0.0006620572160345105
Kr81,"(n,a)",1,6.191994111664799e-05
Kr81,"(n,3n)",1,0.0
Kr81,"(n,4n)",1,0.0
Kr81,fission,1,0.0
Kr82,"(n,gamma)",1,6.9807673199033164
Kr82,"(n,2n)",1,0.00010360243027110866
Kr82,"(n,p)",1,2.635784410927875e-05
Kr82,"(n,a)",1,6.826083264977556e-06
Kr82,"(n,3n)",1,0.0
Kr82,"(n,4n)",1,0.0
Kr82,fission,1,0.0
Kr83,"(n,gamma)",1,31.4560889305201
Kr83,"(n,2n)",1,0.0009791462481717284
Kr83,"(n,p)",1,3.463004268912304e-05
Kr83,"(n,a)",1,1.8147785096129393e-06
Kr83,"(n,3n)",1,0.0
Kr83,"(n,4n)",1,0.0
Kr83,fission,1,0.0
Kr84,"(n,gamma)",1,0.07495739151843421
Kr84,"(n,2n)",1,0.00013526043553146325
Kr84,"(n,p)",1,2.7798090602643665e-06
Kr84,"(n,a)",1,5.852588052382153e-07
Kr84,"(n,3n)",1,0.0
Kr84,"(n,4n)",1,0.0
Kr84,fission,1,0.0
Kr85,"(n,gamma)",1,0.3163275181315885
Kr85,"(n,2n)",1,0.0005138647070544878
Kr85,"(n,p)",1,2.3067936084599166e-06
Kr85,"(n,a)",1,6.003240611995074e-07
Kr85,"(n,3n)",1,4.6476415206376267e-20
Kr85,"(n,4n)",1,0.0
Kr85,fission,1,0.0
Kr86,"(n,gamma)",1,0.001087477192902873
Kr86,"(n,2n)",1,0.00020695082666394735
Kr86,"(n,p)",1,6.931581213839975e-07
Kr86,"(n,a)",1,1.3450317036432505e-07
Kr86,"(n,3n)",1,9.644171593544446e-09
Kr86,"(n,4n)",1,0.0
Kr86,fission,1,0.0
Rb85,"(n,gamma)",1,0.31758449664763244
Rb85,"(n,2n)",1,0.00013651134074020715
Rb85,"(n,p)",1,0.0001152250584168592
Rb85,"(n,a)",1,1.7418892364827498e-06
Rb85,"(n,3n)",1,0.0
Rb85,"(n,4n)",1,0.0
Rb85,fission,1,0.0
Rb86,"(n,gamma)",1,1.3266032167327408
Rb86,"(n,2n)",1,0.0003563165000431161
Rb86,"(n,p)",1,9.668298397685126e-05
Rb86,"(n,a)",1,2.8238031345415942e-06
Rb86,"(n,3n)",1,0.0
Rb86,"(n,4n)",1,0.0
Rb86,fission,1,0.0
Rb87,"(n,gamma)",1,0.09653489928132176
Rb87,"(n,2n)",1,0.0002396887635871702
Rb87,"(n,p)",1,2.9083025990655527e-06
Rb87,"(n,a)",1,4.5067624059310806e-07
Rb87,"(n,3n)",1,0.0
Rb87,"(n,4n)",1,0.0
Rb87,fission,1,0.0
Sr84,"(n,gamma)",1,0.49184986748229953
Sr84,"(n,2n)",1,3.204386338716787e-05
Sr84,"(n,p)",1,0.0010595684792310885
Sr84,"(n,a)",1,2.7841501652262458e-05
Sr84,"(n,3n)",1,0.0
Sr84,"(n,4n)",1,0.0
Sr84,fission,1,0.0
Sr85,"(n,gamma)",1,0.9062114924186648
Sr85,"(n,2n)",1,0.0001678400480591272
Sr85,"(n,p)",1,0.022159099169545393
Sr85,"(n,a)",1,0.0005029834094692498
Sr85,"(n,3n)",1,0.0
Sr85,"(n,4n)",1,0.0
Sr85,fission,1,0.0
Sr86,"(n,gamma)",1,0.2964546747258002
Sr86,"(n,2n)",1,6.990714558300486e-05
Sr86,"(n,p)",1,0.00016206660366751093
Sr86,"(n,a)",1,2.359511302325099e-06
Sr86,"(n,3n)",1,0.0
Sr86,"(n,4n)",1,0.0
Sr86,fission,1,0.0
Sr87,"(n,gamma)",1,5.254636480869099
Sr87,"(n,2n)",1,0.0006461397834811339
Sr87,"(n,p)",1,0.0001685793042815493
Sr87,"(n,a)",1,8.24510319252016e-06
Sr87,"(n,3n)",1,0.0
Sr87,"(n,4n)",1,0.0
Sr87,fission,1,0.0
Sr88,"(n,gamma)",1,0.0033475439674711667
Sr88,"(n,2n)",1,8.00103629375544e-05
Sr88,"(n,p)",1,2.9272493280349476e-06
Sr88,"(n,a)",1,2.4665525919226904e-07
Sr88,"(n,3n)",1,0.0
Sr88,"(n,4n)",1,0.0
Sr88,fission,1,0.0
Sr89,"(n,gamma)",1,0.06957485577141338
Sr89,"(n,2n)",1,0.0023870318519502477
Sr89,"(n,p)",1,1.4234304985461648e-06
Sr89,"(n,a)",1,1.285542966734188e-06
Sr89,"(n,3n)",1,2.4186021338674485e-10
Sr89,"(n,4n)",1,0.0
Sr89,fission,1,0.0
Sr90,"(n,gamma)",1,0.006596448523712512
Sr90,"(n,2n)",1,0.0011004508139187753
Sr90,"(n,p)",1,5.509456915423206e-07
Sr90,"(n,a)",1,2.967953039978897e-07
Sr90,"(n,3n)",1,3.486828712752294e-06
Sr90,"(n,4n)",1,0.0
Sr90,fission,1,0.0
Y89,"(n,gamma)",1,0.198407061421076
Y89,"(n,2n)",1,6.984501270361317e-05
Y89,"(n,p)",1,7.89482635395976e-05
Y89,"(n,a)",1,1.1700511269566432e-06
Y89,"(n,3n)",1,0.0
Y89,"(n,4n)",1,0.0
Y89,fission,1,0.0
Y90,"(n,gamma)",1,0.5181580483472937
Y90,"(n,2n)",1,0.0011401660889192142
Y90,"(n,p)",1,1.884908827809764e-05
Y90,"(n,a)",1,8.406064378336818e-06
Y90,"(n,3n)",1,0.0
Y90,"(n,4n)",1,0.0
Y90,fission,1,0.0
Y91,"(n,gamma)",1,0.2802158543529865
Y91,"(n,2n)",1,0.0009245642410334391
Y91,"(n,p)",1,3.577983376110177e-06
Y91,"(n,a)",1,1.126654315542412e-06
Y91,"(n,3n)",1,1.94063269554459e-06
Y91,"(n,4n)",1,0.0
Y91,fission,1,0.0
Zr90,"(n,gamma)",1,0.008273295468606924
Zr90,"(n,2n)",1,4.155289753792824e-05
Zr90,"(n,p)",1,8.915897162558724e-05
Zr90,"(n,a)",1,6.127089355185001e-06
Zr90,"(n,3n)",1,0.0
Zr90,"(n,4n)",1,0.0
Zr90,fission,1,0.0
Zr91,"(n,gamma)",1,0.30704317439251877
Zr91,"(n,2n)",1,0.0007861278032527384
Zr91,"(n,p)",1,5.27429535638206e-05
Zr91,"(n,a)",1,0.0001375430429167491
Zr91,"(n,3n)",1,0.0
Zr91,"(n,4n)",1,0.0
Zr91,fission,1,0.0
Zr92,"(n,gamma)",1,0.05303176656255552
Zr92,"(n,2n)",1,0.000547606348146092
Zr92,"(n,p)",1,6.805900648337696e-06
Zr92,"(n,a)",1,1.3136408272530747e-05
Zr92,"(n,3n)",1,1.0291237084578472e-07
Zr92,"(n,4n)",1,0.0
Zr92,fission,1,0.0
Zr93,"(n,gamma)",1,0.6278535335136509
Zr93,"(n,2n)",1,0.0012477967387038832
Zr93,"(n,p)",1,2.0631605662598247e-06
Zr93,"(n,a)",1,9.579850877477005e-06
Zr93,"(n,3n)",1,5.096670101782275e-07
Zr93,"(n,4n)",1,0.0
Zr93,fission,1,0.0
Zr94,"(n,gamma)",1,0.019611174728410133
Zr94,"(n,2n)",1,0.0008232505955624145
Zr94,"(n,p)",1,7.927648216579938e-07
Zr94,"(n,a)",1,9.884298383240909e-07
Zr94,"(n,3n)",1,6.245231721161053e-07
Zr94,"(n,4n)",1,0.0
Zr94,fission,1,0.0
Zr95,"(n,gamma)",1,0.4039906043991102
Zr95,"(n,2n)",1,0.0019130676166557027
Zr95,"(n,p)",1,3.7455339188380884e-07
Zr95,"(n,a)",1,8.299501027736102e-07
Zr95,"(n,3n)",1,1.815463851226522e-06
Zr95,"(n,4n)",1,0.0
Zr95,fission,1,0.0
Zr96,"(n,gamma)",1,0.1470744024803126
Zr96,"(n,2n)",1,0.0010987500766333972
Zr96,"(n,p)",1,6.46270367271082e-08
Zr96,"(n,a)",1,1.1752254925404301e-07
Zr96,"(n,3n)",1,1.555738577976221e-06
Zr96,"(n,4n)",1,0.0
Zr96,fission,1,0.0
Nb93,"(n,gamma)",1,0.43112121949061283
Nb93,"(n,2n)",1,0.000494602706184914
Nb93,"(n,p)",1,7.370066945704102e-05
Nb93,"(n,a)",1,3.104242182240169e-05
Nb93,"(n,3n)",1,3.588017289545216e-08
Nb93,"(n,4n)",1,0.0
Nb93,fission,1,0.0
Nb94,"(n,gamma)",1,5.424328188916829
Nb94,"(n,2n)",1,0.0015879101278386874
Nb94,"(n,p)",1,0.0001057053022813082
Nb94,"(n,a)",1,2.7812028202177986e-05
Nb94,"(n,3n)",1,2.6963325989901137e-07
Nb94,"(n,4n)",1,0.0
Nb94,fission,1,0.0
Nb95,"(n,gamma)",1,2.169708341037196
Nb95,"(n,2n)",1,0.0007111010426463797
Nb95,"(n,p)",1,1.6637783838055952e-05
Nb95,"(n,a)",1,6.367485418938136e-06
Nb95,"(n,3n)",1,6.877344436451942e-07
Nb95,"(n,4n)",1,0.0
Nb95,fission,1,0.0
Mo92,"(n,gamma)",1,0.04990926630054328
Mo92,"(n,2n)",1,1.0590928797855656e-05
Mo92,"(n,p)",1,0.003078905205584482
Mo92,"(n,a)",1,4.245929869995973e-05
Mo92,"(n,3n)",1,0.0
Mo92,"(n,4n)",1,0.0
Mo92,fission,1,0.0
Mo93,"(n,gamma)",1,1.8087650502792545
Mo93,"(n,2n)",1,0.00048463313282285313
Mo93,"(n,p)",1,0.0014012420298181096
Mo93,"(n,a)",1,0.03336129515755127
Mo93,"(n,3n)",1,0.0
Mo93,"(n,4n)",1,0.0
Mo93,fission,1,0.0
Mo94,"(n,gamma)",1,0.1045224823376861
Mo94,"(n,2n)",1,0.00024624104489953414
Mo94,"(n,p)",1,9.451135335838367e-05
Mo94,"(n,a)",1,0.0002600840583143411
Mo94,"(n,3n)",1,0.0
Mo94,"(n,4n)",1,0.0
Mo94,fission,1,0.0
Mo95,"(n,gamma)",1,4.7473178507735945
Mo95,"(n,2n)",1,0.0008244074002375813
Mo95,"(n,p)",1,1.7554808500155346e-05
Mo95,"(n,a)",1,0.00018191699066954912
Mo95,"(n,3n)",1,2.961487878841834e-09
Mo95,"(n,4n)",1,0.0
Mo95,fission,1,0.0
Mo96,"(n,gamma)",1,0.6055727132139544
Mo96,"(n,2n)",1,0.00040673756534271167
Mo96,"(n,p)",1,8.158295573586543e-06
Mo96,"(n,a)",1,2.4541523880331803e-05
Mo96,"(n,3n)",1,2.5386504340447792e-08
Mo96,"(n,4n)",1,0.0
Mo96,fission,1,0.0
Mo97,"(n,gamma)",1,0.8194068727581512
Mo97,"(n,2n)",1,0.0013379585837215366
Mo97,"(n,p)",1,5.295188657171636e-06
Mo97,"(n,a)",1,2.6423491619095586e-05
Mo97,"(n,3n)",1,2.554255150173744e-07
Mo97,"(n,4n)",1,0.0
Mo97,fission,1,0.0
Mo98,"(n,gamma)",1,0.2177483097842151
Mo98,"(n,2n)",1,0.0006134256870416743
Mo98,"(n,p)",1,8.11119938813506e-07
Mo98,"(n,a)",1,2.8234508989656435e-06
Mo98,"(n,3n)",1,3.6443648364016336e-07
Mo98,"(n,4n)",1,0.0
Mo98,fission,1,0.0
Mo99,"(n,gamma)",1,2.291333497406387
Mo99,"(n,2n)",1,0.005527470947589718
Mo99,"(n,p)",1,1.140157393149918e-06
Mo99,"(n,a)",1,2.0673900575274996e-06
Mo99,"(n,3n)",1,3.982186935171501e-06
Mo99,"(n,4n)",1,0.0
Mo99,fission,1,0.0
Mo100,"(n,gamma)",1,0.1516882895635698
Mo100,"(n,2n)",1,0.0007570032950246791
Mo100,"(n,p)",1,2.022957596074677e-07
Mo100,"(n,a)",1,5.8346727014121e-07
Mo100,"(n,3n)",1,1.6411817118996611e-06
Mo100,"(n,4n)",1,0.0
Mo100,fission,1,0.0
Tc98,"(n,gamma)",1,0.724682245109384
Tc98,"(n,2n)",1,0.0015413505092668383
Tc98,"(n,p)",1,0.0004253843260980236
Tc98,"(n,a)",1,9.151117830360425e-05
Tc98,"(n,3n)",1,1.2488946294083566e-07
Tc98,"(n,4n)",1,0.0
Tc98,fission,1,0.0
Tc99,"(n,gamma)",1,10.424128780535677
Tc99,"(n,2n)",1,0.0004187836844401627
Tc99,"(n,p)",1,6.09227815266439e-06
Tc99,"(n,a)",1,3.187516588971828e-06
Tc99,"(n,3n)",1,4.056641828245837e-07
Tc99,"(n,4n)",1,0.0
Tc99,fission,1,0.0
Ru96,"(n,gamma)",1,0.29698555511361024
Ru96,"(n,2n)",1,8.915349672200843e-05
Ru96,"(n,p)",1,0.0009248618259949944
Ru96,"(n,a)",1,0.0027742345801801617
Ru96,"(n,3n)",1,0.0
Ru96,"(n,4n)",1,0.0
Ru96,fission,1,0.0
Ru97,"(n,gamma)",1,2.852783480911428
Ru97,"(n,2n)",1,0.0005727298448285525
Ru97,"(n,p)",1,0.004869009365326679
Ru97,"(n,a)",1,0.03333257354162122
Ru97,"(n,3n)",1,0.0
Ru97,"(n,4n)",1,0.0
Ru97,fission,1,0.0
Ru98,"(n,gamma)",1,1.430621836863688
Ru98,"(n,2n)",1,0.00017061186368985367
Ru98,"(n,p)",1,0.00013655659400624835
Ru98,"(n,a)",1,0.00018251373344179943
Ru98,"(n,3n)",1,0.0
Ru98,"(n,4n)",1,0.0
Ru98,fission,1,0.0
Ru99,"(n,gamma)",1,5.712738143706974
Ru99,"(n,2n)",1,0.0013022440966913313
Ru99,"(n,p)",1,0.0001041031058868198
Ru99,"(n,a)",1,0.00027753078075445393
Ru99,"(n,3n)",1,0.0
Ru99,"(n,4n)",1,0.0
Ru99,fission,1,0.0
Ru100,"(n,gamma)",1,1.1205508389557521
Ru100,"(n,2n)",1,0.0003729453587601197
Ru100,"(n,p)",1,6.121968432503815e-06
Ru100,"(n,a)",1,2.0061148435511505e-05
Ru100,"(n,3n)",1,2.1153175271680372e-08
Ru100,"(n,4n)",1,0.0
Ru100,fission,1,0.0
Ru101,"(n,gamma)",1,3.7629601743445376
Ru101,"(n,2n)",1,0.0014590211539332381
Ru101,"(n,p)",1,8.021229898627718e-06
Ru101,"(n,a)",1,7.099821962406157e-06
Ru101,"(n,3n)",1,2.0307799955225684e-08
Ru101,"(n,4n)",1,0.0
Ru101,fission,1,0.0
Ru102,"(n,gamma)",1,0.3434585017205867
Ru102,"(n,2n)",1,0.0003291144666498446
Ru102,"(n,p)",1,9.990171673289836e-07
Ru102,"(n,a)",1,5.340291217920289e-06
Ru102,"(n,3n)",1,5.986431003928336e-08
Ru102,"(n,4n)",1,0.0
Ru102,fission,1,0.0
Ru103,"(n,gamma)",1,1.4886675557075117
Ru103,"(n,2n)",1,0.0026482196498625868
Ru103,"(n,p)",1,3.7396701903371047e-06
Ru103,"(n,a)",1,3.458039864664232e-06
Ru103,"(n,3n)",1,2.7840313079253064e-07
Ru103,"(n,4n)",1,0.0
Ru103,fission,1,0.0
Ru104,"(n,gamma)",1,0.26695019971384815
Ru104,"(n,2n)",1,0.0005764643639284693
Ru104,"(n,p)",1,8.185160982729534e-07
Ru104,"(n,a)",1,3.8474022368974105e-07
Ru104,"(n,3n)",1,6.907578099755568e-07
Ru104,"(n,4n)",1,0.0
Ru104,fission,1,0.0
Ru105,"(n,gamma)",1,0.27187921507340157
Ru105,"(n,2n)",1,0.0034233148019868482
Ru105,"(n,p)",1,2.792357518044243e-06
Ru105,"(n,a)",1,1.236007107061535e-06
Ru105,"(n,3n)",1,1.5922280458511116e-06
Ru105,"(n,4n)",1,0.0
Ru105,fission,1,0.0
Ru106,"(n,gamma)",1,0.09018681956864057
Ru106,"(n,2n)",1,0.0009721391558670584
Ru106,"(n,p)",1,3.449676339787742e-07
Ru106,"(n,a)",1,7.410824142858822e-08
Ru106,"(n,3n)",1,6.01855176164587e-06
Ru106,"(n,4n)",1,0.0
Ru106,fission,1,0.0
Rh103,"(n,gamma)",1,46.0739361596919
Rh103,"(n,2n)",1,0.0003475587790429558
Rh103,"(n,p)",1,3.9772201669367266e-05
Rh103,"(n,a)",1,3.843349883205976e-06
Rh103,"(n,3n)",1,9.69119886339209e-09
Rh103,"(n,4n)",1,0.0
Rh103,fission,1,0.0
Rh104,"(n,gamma)",1,3.6804085342122175
Rh104,"(n,2n)",1,0.0023091804350229214
Rh104,"(n,p)",1,0.004755221483325804
Rh104,"(n,a)",1,6.024998642556682e-05
Rh104,"(n,3n)",1,0.0
Rh104,"(n,4n)",1,0.0
Rh104,fission,1,0.0
Rh105,"(n,gamma)",1,2561.369167556915
Rh105,"(n,2n)",1,0.0005993174121653613
Rh105,"(n,p)",1,7.3738869808734845e-06
Rh105,"(n,a)",1,6.366936141335809e-07
Rh105,"(n,3n)",1,6.072585747891016e-07
Rh105,"(n,4n)",1,0.0
Rh105,fission,1,0.0
Pd102,"(n,gamma)",1,0.7448826473309385
Pd102,"(n,2n)",1,0.0001186023698733005
Pd102,"(n,p)",1,0.0015280959582835926
Pd102,"(n,a)",1,0.000301129347451362
Pd102,"(n,3n)",1,0.0
Pd102,"(n,4n)",1,0.0
Pd102,fission,1,0.0
Pd103,"(n,gamma)",1,13.894428341578445
Pd103,"(n,2n)",1,0.0007278349910752799
Pd103,"(n,p)",1,0.00023017020326818684
Pd103,"(n,a)",1,0.11577154396250466
Pd103,"(n,3n)",1,0.0
Pd103,"(n,4n)",1,0.0
Pd103,fission,1,0.0
Pd104,"(n,gamma)",1,0.7357783914295473
Pd104,"(n,2n)",1,0.00023295716229651127
Pd104,"(n,p)",1,4.413848248045657e-05
Pd104,"(n,a)",1,3.0389721802286815e-05
Pd104,"(n,3n)",1,1.755988434664581e-11
Pd104,"(n,4n)",1,0.0
Pd104,fission,1,0.0
Pd105,"(n,gamma)",1,5.568876398462527
Pd105,"(n,2n)",1,0.0010296835568404424
Pd105,"(n,p)",1,2.8428151760180407e-05
Pd105,"(n,a)",1,1.2534985194916242e-05
Pd105,"(n,3n)",1,1.3029603730299398e-09
Pd105,"(n,4n)",1,0.0
Pd105,fission,1,0.0
